719,2825,0.7142857142857143
719,2239,0.7333333333333334
888,2324,0.75
1940,2849,0.7619047619047619
618,2100,0.7777777777777778
259,719,0.7857142857142857
888,2309,0.7857142857142857
542,1015,0.8
2541,2849,0.8
856,2406,0.8076923076923077
1130,3123,0.8095238095238095
2239,3123,0.8095238095238095
140,2324,0.8125
542,2825,0.8125
719,1940,0.8125
1015,2324,0.8125
1944,2693,0.8214285714285714
259,2406,0.8235294117647058
1015,3120,0.8235294117647058
1470,3120,0.8235294117647058
1470,2604,0.8260869565217391
2239,2693,0.8260869565217391
496,3199,0.8333333333333334
618,2451,0.8333333333333334
659,1413,0.8333333333333334
719,1235,0.8333333333333334
770,2324,0.8333333333333334
1413,2309,0.8333333333333334
3029,3199,0.8333333333333334
3123,3197,0.8333333333333334
323,2541,0.8387096774193549
140,2075,0.8421052631578947
2024,2825,0.8421052631578947
1235,1528,0.8461538461538461
1285,3123,0.8461538461538461
1470,2662,0.8461538461538461
2451,2604,0.8461538461538461
233,2719,0.85
233,2557,0.8518518518518519
323,393,0.8518518518518519
2710,2849,0.8518518518518519
542,2593,0.8571428571428572
659,1870,0.8571428571428572
719,3046,0.8571428571428572
1015,2196,0.8571428571428572
1235,2803,0.8571428571428572
2557,2710,0.8571428571428572
3029,3197,0.8571428571428572
500,3120,0.8666666666666667
542,1060,0.8666666666666667
2239,2270,0.8666666666666667
1215,1470,0.8695652173913043
115,2803,0.875
659,2743,0.875
1500,2743,0.875
2039,3046,0.8823529411764706
574,659,0.8846153846153846
2113,3029,0.8846153846153846
1015,2017,0.8888888888888888
1097,2309,0.8888888888888888
2058,3123,0.8928571428571429
149,2563,0.9
770,1013,0.9
716,2196,0.9047619047619048
876,1944,0.9047619047619048
659,2563,0.9090909090909091
2239,2314,0.9090909090909091
641,2710,0.92
115,3116,0.9230769230769231
292,641,0.9285714285714286
