1,2,0.8235294117647058,3028,514
1,3,0.75,3028,2270
1,4,0.8181818181818181,1948,513
1,5,0.7142857142857143,3028,1800
1,6,0.7647058823529411,3028,2874
1,7,0.75,3028,1543
1,8,0.8181818181818181,3028,1945
1,9,0.8,3028,2658
1,10,0.7333333333333334,2462,2915
1,11,0.7692307692307692,3028,497
1,12,0.875,2106,924
1,13,0.7692307692307692,3028,1957
1,14,0.8333333333333334,3028,663
1,15,0.7857142857142857,3028,560
1,16,0.8095238095238095,1142,1526
1,17,0.8125,1597,2121
1,18,0.7142857142857143,3028,1335
1,19,0.7142857142857143,1422,26
1,20,0.6923076923076923,3028,299
1,21,0.6428571428571428,3028,3510
2,3,0.8571428571428572,175,3116
2,4,0.8695652173913043,2097,513
2,5,0.7857142857142857,1819,2363
2,6,0.8181818181818181,907,2888
2,7,0.75,907,3140
2,8,0.8333333333333334,907,1038
2,9,0.75,895,2613
2,10,0.7727272727272727,907,2767
2,11,0.8125,418,190
2,12,0.8666666666666667,907,2215
2,13,0.8260869565217391,907,2221
2,14,0.8636363636363636,907,2101
2,15,0.8333333333333334,907,2154
2,16,0.8333333333333334,547,1526
2,17,0.8,418,2121
2,18,0.7619047619047619,907,1704
2,19,0.85,2097,26
2,20,0.7142857142857143,418,431
2,21,0.76,907,3259
3,4,0.75,2239,513
3,5,0.8461538461538461,1060,2363
3,6,0.8125,3116,1538
3,7,0.8333333333333334,2196,3172
3,8,0.8666666666666667,2309,153
3,9,0.8,3116,2634
3,10,0.7333333333333334,719,2915
3,11,0.8333333333333334,2309,190
3,12,0.75,2825,924
3,13,0.8461538461538461,3116,1613
3,14,0.8235294117647058,1870,2361
3,15,0.875,3116,2509
3,16,0.8125,259,1526
3,17,0.75,1060,2121
3,18,0.8333333333333334,3116,2183
3,19,0.8181818181818181,233,26
3,20,0.736842105263158,3120,431
3,21,0.8181818181818181,3116,3496
4,5,0.7777777777777778,1828,2363
4,6,0.7727272727272727,513,2524
4,7,0.7647058823529411,513,879
4,8,0.7619047619047619,513,444
4,9,0.8,513,2791
4,10,0.8,1171,2915
4,11,0.75,2013,190
4,12,0.7692307692307692,513,2632
4,13,0.7727272727272727,513,2712
4,14,0.7777777777777778,513,2102
4,15,0.8148148148148149,513,1066
4,16,0.8,2410,1526
4,17,0.625,1828,2121
4,18,0.84,513,326
4,19,0.75,2893,26
4,20,0.736842105263158,2013,431
4,21,0.7777777777777778,513,3401
5,6,0.8,2363,1727
5,7,0.75,2363,2535
5,8,0.8461538461538461,1081,153
5,9,0.8181818181818181,2363,2661
5,10,0.6666666666666667,1081,2915
5,11,0.8181818181818181,2363,1487
5,12,0.8571428571428572,2363,1884
5,13,0.8,2363,2891
5,14,0.375,1451,1571
5,15,0.8571428571428572,2363,3194
5,16,0.8461538461538461,1548,1526
5,17,0.5555555555555556,1451,2121
5,18,0.7777777777777778,1451,2258
5,19,0.8666666666666667,2363,2508
5,20,0.7272727272727273,2363,1321
5,21,0.7692307692307692,2363,3828
6,7,0.5789473684210527,1245,3172
6,8,0.8,1561,153
6,9,0.9,2276,2613
6,10,0.6666666666666667,766,2915
6,11,0.6842105263157895,960,190
6,12,0.7857142857142857,1371,924
6,13,0.7777777777777778,258,2297
6,14,0.875,502,2361
6,15,0.7272727272727273,2786,571
6,16,0.8,722,1526
6,17,0.6666666666666667,1727,2121
6,18,0.875,1305,1866
6,19,0.6842105263157895,836,26
6,20,0.7058823529411764,27,431
6,21,0.8571428571428572,2884,3951
7,8,0.8,2542,153
7,9,0.6956521739130435,3172,1752
7,10,0.7142857142857143,879,2915
7,11,0.5625,652,190
7,12,0.7894736842105263,1845,924
7,13,0.736842105263158,3172,1896
7,14,0.7619047619047619,3172,1362
7,15,0.736842105263158,3172,1495
7,16,0.75,2544,1526
7,17,0.6153846153846154,1043,2121
7,18,0.75,3172,313
7,19,0.6923076923076923,2432,26
7,20,0.5714285714285714,3042,431
7,21,0.5789473684210527,3172,3897
8,9,0.7647058823529411,153,1811
8,10,0.7222222222222222,444,2915
8,11,0.7,2760,190
8,12,0.8125,153,1240
8,13,0.7619047619047619,153,1005
8,14,0.8,153,2996
8,15,0.7058823529411764,153,2266
8,16,0.7894736842105263,1038,1526
8,17,0.7857142857142857,153,1299
8,18,0.7692307692307692,153,3154
8,19,0.8,153,1161
8,20,0.7083333333333333,784,431
8,21,0.8181818181818181,153,3385
9,10,0.6153846153846154,2011,2915
9,11,0.7222222222222222,1527,190
9,12,0.8,273,924
9,13,0.8333333333333334,1593,2297
9,14,0.8666666666666667,2359,2361
9,15,0.736842105263158,1744,571
9,16,0.75,2613,193
9,17,0.5,507,2121
9,18,0.8125,222,1866
9,19,0.7727272727272727,2286,26
9,20,0.5333333333333333,2448,431
9,21,0.8214285714285714,2745,3951
10,11,0.7058823529411764,2915,28
10,12,0.6923076923076923,2915,647
10,13,0.7,2915,2074
10,14,0.75,2915,369
10,15,0.7647058823529411,2915,1207
10,16,0.7,2915,1428
10,17,0.7777777777777778,1555,2121
10,18,0.736842105263158,2915,381
10,19,0.7058823529411764,2915,2456
10,20,0.7142857142857143,2915,2775
10,21,0.7333333333333334,2915,3786
11,12,0.75,190,1582
11,13,0.7619047619047619,190,2374
11,14,0.75,190,2829
11,15,0.6666666666666667,190,1495
11,16,0.6875,190,2860
11,17,0.5555555555555556,1487,2121
11,18,0.8,190,515
11,19,0.75,2399,26
11,20,0.41666666666666663,711,2257
11,21,0.6470588235294117,190,3599
12,13,0.7647058823529411,924,1654
12,14,0.8235294117647058,924,2702
12,15,0.8333333333333334,924,3185
12,16,0.8333333333333334,924,1217
12,17,0.6666666666666667,911,2121
12,18,0.8333333333333334,924,527
12,19,0.8571428571428572,924,1804
12,20,0.7333333333333334,924,1509
12,21,0.8,924,3497
13,14,0.875,2297,3037
13,15,0.8,2297,2227
13,16,0.75,414,1526
13,17,0.6666666666666667,2891,2121
13,18,0.8,2297,2755
13,19,0.5,2063,26
13,20,0.5294117647058824,2374,431
13,21,0.8181818181818181,2297,3426
14,15,0.8235294117647058,2361,248
14,16,0.8125,369,1526
14,17,0.6,1571,2121
14,18,0.875,2799,1866
14,19,0.7647058823529411,2702,26
14,20,0.7142857142857143,2887,431
14,21,0.7142857142857143,2361,3402
15,16,0.7333333333333334,1453,1526
15,17,0.625,1306,2121
15,18,0.85,571,769
15,19,0.75,877,26
15,20,0.5625,354,431
15,21,0.7948717948717949,390,3951
16,17,0.7272727272727273,2860,2121
16,18,0.8095238095238095,1526,1016
16,19,0.7777777777777778,2771,26
16,20,0.6153846153846154,328,431
16,21,0.7777777777777778,1526,3342
17,18,0.7142857142857143,2121,313
17,19,0.6923076923076923,2121,2508
17,20,0.6666666666666667,2121,58
17,21,0.5555555555555556,2121,3884
18,19,0.8,769,26
18,20,0.6923076923076923,515,431
18,21,0.8,1866,3553
19,20,0.5555555555555556,26,880
19,21,0.6666666666666667,26,3569
20,21,0.5333333333333333,431,3599
