257,1555,0.7692307692307692
257,2915,0.7894736842105263
315,2915,0.8095238095238095
201,2443,0.8275862068965517
257,2863,0.8333333333333334
2443,2767,0.84
903,2623,0.8421052631578947
214,2623,0.8461538461538461
255,1555,0.8461538461538461
2474,2915,0.8461538461538461
838,2475,0.8518518518518519
1312,2475,0.8518518518518519
2321,2623,0.8518518518518519
281,1700,0.8571428571428572
1076,2863,0.8571428571428572
1312,2623,0.8571428571428572
50,903,0.8636363636363636
257,903,0.8636363636363636
2443,3013,0.8636363636363636
176,2869,0.8666666666666667
330,3024,0.8666666666666667
903,2271,0.8666666666666667
597,838,0.8695652173913043
1555,3024,0.875
1774,2623,0.875
2623,2869,0.875
330,1085,0.88
1076,2767,0.88
2869,3064,0.8888888888888888
2443,2779,0.8928571428571429
2767,3095,0.8928571428571429
255,1564,0.8947368421052632
1697,3024,0.9
565,903,0.9090909090909091
1052,2474,0.9090909090909091
535,1774,0.9166666666666666
1131,2321,0.9189189189189189
1301,2507,0.9285714285714286
1076,2507,0.9523809523809523
281,2474,0.9565217391304348
50,1361,1.0
